"Day","Items","Note","Amount"
"49","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"49","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"49","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"49","Salary Expense","Cash Payment - Salary Expense","(23300)"
"49","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6515","(300)"
"49","Sales E Commerce","Revenue - E-Commerce Sales","16200"
"49","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6525","(400)"
"49","Sales E Commerce","Revenue - E-Commerce Sales","18458"
"49","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6541","(500)"
"49","Sales E Commerce","Revenue - E-Commerce Sales","22897"
"49","Retail","Revenue - Retail Sales New York - Mouthwash","10374"
"49","Retail","Revenue - Retail Sales New York - Body Wash","10701"
"49","Retail","Revenue - Retail Sales New York - Shampoo","8649"
"49","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7425"
"49","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10920"
"49","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9056"
"49","Retail","Revenue - Retail Sales Detroit - Mouthwash","1890"
"49","Retail","Revenue - Retail Sales Detroit - Body Wash","2170"
"49","Retail","Revenue - Retail Sales Detroit - Shampoo","1952"
"49","Interest Expense","Cash Payment - Interest - For Overdraft","(3467)"
"49","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(3268)"
"49","Rental Expense","Cash Payment - RentalNew York","(10720)"
"49","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"49","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"49","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(2901)"
"49","Rental Expense","Cash Payment - RentalMiami","(4800)"
"48","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"48","Salary Expense","Cash Payment - Salary Expense","(23300)"
"48","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6249","(500)"
"48","Sales E Commerce","Revenue - E-Commerce Sales","25233"
"48","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6372","(300)"
"48","Sales E Commerce","Revenue - E-Commerce Sales","12987"
"48","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6384","(600)"
"48","Sales E Commerce","Revenue - E-Commerce Sales","27579"
"48","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6399","(400)"
"48","Sales E Commerce","Revenue - E-Commerce Sales","21848"
"48","Retail","Revenue - Retail Sales New York - Mouthwash","10686"
"48","Retail","Revenue - Retail Sales New York - Body Wash","13398"
"48","Retail","Revenue - Retail Sales New York - Shampoo","7285"
"48","Overdraft","Repayment","(625000)"
"48","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8748"
"48","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10650"
"48","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8864"
"48","Retail","Revenue - Retail Sales Detroit - Mouthwash","2106"
"48","Retail","Revenue - Retail Sales Detroit - Body Wash","2294"
"48","Retail","Revenue - Retail Sales Detroit - Shampoo","2080"
"48","Interest Expense","Cash Payment - Interest - For Overdraft","(1541)"
"48","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(3572)"
"48","Rental Expense","Cash Payment - RentalNew York","(10720)"
"48","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"48","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"48","Rental Expense","Cash Payment - RentalMiami","(4800)"
"47","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"47","Salary Expense","Cash Payment - Salary Expense","(23300)"
"47","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6235","(400)"
"47","Sales E Commerce","Revenue - E-Commerce Sales","18580"
"47","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6239","(600)"
"47","Sales E Commerce","Revenue - E-Commerce Sales","31505"
"47","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6248","(600)"
"47","Sales E Commerce","Revenue - E-Commerce Sales","31719"
"47","Retail","Revenue - Retail Sales New York - Mouthwash","19266"
"47","Retail","Revenue - Retail Sales New York - Body Wash","20097"
"47","Retail","Revenue - Retail Sales New York - Shampoo","14043"
"47","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14202"
"47","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16140"
"47","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15104"
"47","Retail","Revenue - Retail Sales Detroit - Mouthwash","3267"
"47","Retail","Revenue - Retail Sales Detroit - Body Wash","2976"
"47","Retail","Revenue - Retail Sales Detroit - Shampoo","3168"
"47","Interest Expense","Cash Payment - Interest - For Overdraft","(2568)"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(3800)"
"47","Rental Expense","Cash Payment - RentalNew York","(10720)"
"47","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"47","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"47","Rental Expense","Cash Payment - RentalMiami","(4800)"
"46","Overdraft","","312500"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5840","(75000)"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5840","(85000)"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5840","(95000)"
"46","Wholesales (B2B)","Revenue - B2B SO ID: 5839","281260"
"46","Wholesales (B2B)","Revenue - B2B SO ID: 5794","315322"
"46","Wholesales (B2B)","Revenue - B2B SO ID: 5802","329148"
"46","Overdraft","Repayment","(625000)"
"46","Human Resource Expense","Counselled","(2000)"
"46","Human Resource Expense","Counselled","(2000)"
"46","Human Resource Expense","Counselled","(2000)"
"46","Human Resource Expense","Counselled","(2000)"
"46","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"46","Salary Expense","Cash Payment - Salary Expense","(23725)"
"46","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5986","(400)"
"46","Sales E Commerce","Revenue - E-Commerce Sales","17993"
"46","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6095","(200)"
"46","Sales E Commerce","Revenue - E-Commerce Sales","9412"
"46","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"46","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"46","Retail","Revenue - Retail Sales New York - Mouthwash","20088"
"46","Retail","Revenue - Retail Sales New York - Body Wash","19890"
"46","Retail","Revenue - Retail Sales New York - Shampoo","12736"
"46","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13160"
"46","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15438"
"46","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13497"
"46","Retail","Revenue - Retail Sales Detroit - Mouthwash","6412"
"46","Retail","Revenue - Retail Sales Detroit - Body Wash","6432"
"46","Retail","Revenue - Retail Sales Detroit - Shampoo","6501"
"46","Interest Expense","Cash Payment - Interest - For Overdraft","(2568)"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(4332)"
"46","Rental Expense","Cash Payment - RentalNew York","(10720)"
"46","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"46","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"46","Rental Expense","Cash Payment - RentalMiami","(4800)"
"45","Wholesales (B2B)","Revenue - B2B SO ID: 5486","360990"
"45","Human Resource Expense","Counselled","(2000)"
"45","Human Resource Expense","Counselled","(2000)"
"45","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"45","Salary Expense","Cash Payment - Salary Expense","(23725)"
"45","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5919","(300)"
"45","Sales E Commerce","Revenue - E-Commerce Sales","14256"
"45","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5938","(200)"
"45","Sales E Commerce","Revenue - E-Commerce Sales","8143"
"45","Retail","Revenue - Retail Sales New York - Mouthwash","21087"
"45","Retail","Revenue - Retail Sales New York - Body Wash","17970"
"45","Retail","Revenue - Retail Sales New York - Shampoo","12736"
"45","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13720"
"45","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16058"
"45","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13497"
"45","Retail","Revenue - Retail Sales Detroit - Mouthwash","6580"
"45","Retail","Revenue - Retail Sales Detroit - Body Wash","6400"
"45","Retail","Revenue - Retail Sales Detroit - Shampoo","5808"
"45","Services","Revenue - Service Sales Order ID: 5206","30000"
"45","Overdraft","Repayment","(625000)"
"45","Interest Expense","Cash Payment - Interest - For Overdraft","(3082)"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(988)"
"45","Rental Expense","Cash Payment - RentalNew York","(10720)"
"45","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"45","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"45","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(594)"
"45","Rental Expense","Cash Payment - RentalMiami","(4800)"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5557","(121200)"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5557","(137360)"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5557","(153520)"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5629","(123600)"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5629","(140080)"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5629","(98800)"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5788","(1200000)"
"44","Overdraft","","1250000"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5788","(1360000)"
"44","Overdraft","","1250000"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5788","(1520000)"
"44","Human Resource Expense","Counselled","(2000)"
"44","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"44","Salary Expense","Cash Payment - Salary Expense","(23725)"
"44","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5773","(300)"
"44","Sales E Commerce","Revenue - E-Commerce Sales","15768"
"44","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5778","(500)"
"44","Sales E Commerce","Revenue - E-Commerce Sales","23685"
"44","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5798","(400)"
"44","Sales E Commerce","Revenue - E-Commerce Sales","20064"
"44","Retail","Revenue - Retail Sales New York - Mouthwash","18732"
"44","Retail","Revenue - Retail Sales New York - Body Wash","17639"
"44","Retail","Revenue - Retail Sales New York - Shampoo","13035"
"44","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14500"
"44","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16000"
"44","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13804"
"44","Retail","Revenue - Retail Sales Detroit - Mouthwash","6409"
"44","Retail","Revenue - Retail Sales Detroit - Body Wash","5907"
"44","Retail","Revenue - Retail Sales Detroit - Shampoo","5780"
"44","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 3208","(3300)"
"44","Interest Expense","Cash Payment - Interest - For Overdraft","(4110)"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1444)"
"44","Rental Expense","Cash Payment - RentalNew York","(10720)"
"44","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"44","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"44","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(831)"
"44","Rental Expense","Cash Payment - RentalMiami","(4800)"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5642","(77250)"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5642","(87550)"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5642","(97850)"
"43","Wholesales (B2B)","Revenue - B2B SO ID: 5351","686985"
"43","Wholesales (B2B)","Revenue - B2B SO ID: 5485","432850"
"43","Human Resource Expense","Counselled","(2000)"
"43","Human Resource Expense","Counselled","(2000)"
"43","Human Resource Expense","Counselled","(2000)"
"43","Human Resource Expense","Counselled","(2000)"
"43","Human Resource Expense","Counselled","(2000)"
"43","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"43","Salary Expense","Cash Payment - Salary Expense","(23725)"
"43","Retail","Revenue - Retail Sales New York - Mouthwash","21087"
"43","Retail","Revenue - Retail Sales New York - Body Wash","19140"
"43","Retail","Revenue - Retail Sales New York - Shampoo","12352"
"43","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13720"
"43","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15438"
"43","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14223"
"43","Retail","Revenue - Retail Sales Detroit - Mouthwash","6020"
"43","Retail","Revenue - Retail Sales Detroit - Body Wash","5920"
"43","Retail","Revenue - Retail Sales Detroit - Shampoo","5940"
"43","Services","Revenue - Service Sales Order ID: 4729","144000"
"43","Rental Expense","Cash Payment - RentalNew York","(10720)"
"43","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"43","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"43","Rental Expense","Cash Payment - RentalMiami","(4800)"
"42","Human Resource Expense","Counselled","(2000)"
"42","Human Resource Expense","Counselled","(2000)"
"42","Human Resource Expense","Counselled","(2000)"
"42","Human Resource Expense","Counselled","(2000)"
"42","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"42","Salary Expense","Cash Payment - Salary Expense","(23725)"
"42","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5469","(400)"
"42","Sales E Commerce","Revenue - E-Commerce Sales","21763"
"42","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5472","(500)"
"42","Sales E Commerce","Revenue - E-Commerce Sales","23058"
"42","Retail","Revenue - Retail Sales New York - Mouthwash","20304"
"42","Retail","Revenue - Retail Sales New York - Body Wash","18540"
"42","Retail","Revenue - Retail Sales New York - Shampoo","13248"
"42","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13720"
"42","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16554"
"42","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13926"
"42","Retail","Revenue - Retail Sales Detroit - Mouthwash","6020"
"42","Retail","Revenue - Retail Sales Detroit - Body Wash","6400"
"42","Retail","Revenue - Retail Sales Detroit - Shampoo","6369"
"42","Rental Expense","Cash Payment - RentalNew York","(10720)"
"42","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"42","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"42","Rental Expense","Cash Payment - RentalMiami","(4800)"
"41","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5335","(75750)"
"41","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5335","(87550)"
"41","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5335","(100700)"
"41","Wholesales (B2B)","Revenue - B2B SO ID: 4560","1038403"
"41","Wholesales (B2B)","Revenue - B2B SO ID: 5026","204102"
"41","Overdraft","Repayment","(625000)"
"41","Wholesales (B2B)","Revenue - B2B SO ID: 5181","336567"
"41","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"41","Human Resource Expense","Counselled","(2000)"
"41","Human Resource Expense","Counselled","(2000)"
"41","Human Resource Expense","Counselled","(2000)"
"41","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"41","Salary Expense","Cash Payment - Salary Expense","(23725)"
"41","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5208","(200)"
"41","Sales E Commerce","Revenue - E-Commerce Sales","11956"
"41","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5346","(300)"
"41","Sales E Commerce","Revenue - E-Commerce Sales","14939"
"41","Retail","Revenue - Retail Sales New York - Mouthwash","20682"
"41","Retail","Revenue - Retail Sales New York - Body Wash","18540"
"41","Retail","Revenue - Retail Sales New York - Shampoo","13792"
"41","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13160"
"41","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16554"
"41","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13365"
"41","Retail","Revenue - Retail Sales Detroit - Mouthwash","6440"
"41","Retail","Revenue - Retail Sales Detroit - Body Wash","5664"
"41","Retail","Revenue - Retail Sales Detroit - Shampoo","6204"
"41","Rental Expense","Cash Payment - RentalNew York","(10720)"
"41","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"41","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"41","Rental Expense","Cash Payment - RentalMiami","(4800)"
"40","Marketing Expense","Cash Payment - Marketing Report","(20000)"
"40","Wholesales (B2B)","Revenue - B2B SO ID: 5005","436335"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5329","(58344)"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5329","(148820)"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5329","(73440)"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5329","(139414)"
"40","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5329","(222720)"
"40","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5330","(92718)"
"40","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5330","(159551)"
"40","Overdraft","","1250000"
"40","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5330","(362520)"
"40","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"40","Salary Expense","Cash Payment - Salary Expense","(23300)"
"40","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5043","(200)"
"40","Sales E Commerce","Revenue - E-Commerce Sales","9702"
"40","Overdraft","Repayment","(625000)"
"40","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5182","(300)"
"40","Sales E Commerce","Revenue - E-Commerce Sales","16473"
"40","Retail","Revenue - Retail Sales New York - Mouthwash","19089"
"40","Retail","Revenue - Retail Sales New York - Body Wash","18090"
"40","Retail","Revenue - Retail Sales New York - Shampoo","12608"
"40","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13160"
"40","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16399"
"40","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13926"
"40","Retail","Revenue - Retail Sales Detroit - Mouthwash","4480"
"40","Retail","Revenue - Retail Sales Detroit - Body Wash","4320"
"40","Retail","Revenue - Retail Sales Detroit - Shampoo","4785"
"40","Interest Expense","Cash Payment - Interest - For Overdraft","(1027)"
"40","Rental Expense","Cash Payment - RentalNew York","(10720)"
"40","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"40","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"40","Rental Expense","Cash Payment - RentalMiami","(4800)"
"39","Wholesales (B2B)","Revenue - B2B SO ID: 4359","1038780"
"39","Wholesales (B2B)","Revenue - B2B SO ID: 4732","808300"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5077","(75000)"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5077","(51000)"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5077","(95000)"
"39","Human Resource Expense","Counselled","(2000)"
"39","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5178","(100613)"
"39","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5178","(262915)"
"39","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5178","(212220)"
"39","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 5178","(480269)"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5179","(267240)"
"39","Overdraft","","1250000"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5179","(691296)"
"39","Human Resource Expense","Counselled","(2000)"
"39","Human Resource Expense","Staff Dismiss","(37000)"
"39","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"39","Salary Expense","Cash Payment - Salary Expense","(22625)"
"39","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4891","(300)"
"39","Sales E Commerce","Revenue - E-Commerce Sales","17442"
"39","Overdraft","Repayment","(625000)"
"39","Retail","Revenue - Retail Sales New York - Mouthwash","119016"
"39","Retail","Revenue - Retail Sales New York - Body Wash","101520"
"39","Overdraft","Repayment","(625000)"
"39","Retail","Revenue - Retail Sales New York - Shampoo","74784"
"39","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","77952"
